서울시,강남구,개포동,37.482968,127.0634
서울시,강남구,논현동,37.513583,127.031375
서울시,강남구,대치동,37.49911,127.065463
서울시,강남구,도곡동,37.488143,127.04505
서울시,강남구,삼성동,37.514792,127.055387
서울시,강남구,세곡동,37.46436,127.1046
서울시,강남구,수서동,37.488856,127.104886
서울시,강남구,신사동,37.524142,127.0229
서울시,강남구,압구정동,37.5291,127.0236
서울시,강남구,역삼동,37.499776,127.03895
서울시,강남구,율현동,37.4717,127.1114
서울시,강남구,일원동,37.487485,127.081638
서울시,강남구,자곡동,37.4766,127.101
서울시,강남구,청담동,37.525492,127.05235
서울시,강동구,강일동,37.569397,127.177814
서울시,강동구,고덕동,37.5653,127.1561
서울시,강동구,길동,37.5379,127.14595
서울시,강동구,둔촌동,37.5263,127.143
서울시,강동구,명일동,37.548692,127.1497
서울시,강동구,상일동,37.551582,127.165516
서울시,강동구,성내동,37.530483,127.1289
서울시,강동구,암사동,37.557925,127.130838
서울시,강동구,천호동,37.543217,127.12665
서울시,강북구,미아동,37.6222,127.0208
서울시,강북구,번동,37.629215,127.037013
서울시,강북구,수유동,37.6371,127.0046
서울시,강북구,우이동,37.6633,127.002
서울시,강서구,가양동,37.5681,126.8454
서울시,강서구,개화동,37.5874,126.8068
서울시,강서구,공항동,37.558767,126.810363
서울시,강서구,과해동,37.5662,126.7872
서울시,강서구,내발산동,37.5535,126.8354
서울시,강서구,등촌동,37.5518,126.8612
서울시,강서구,마곡동,37.5738,126.8304
서울시,강서구,방화동,37.577333,126.813325
서울시,강서구,염창동,37.55376,126.87097
서울시,강서구,오곡동,37.5534,126.784
서울시,강서구,오쇠동,37.5435,126.7984
서울시,강서구,외발산동,37.5494,126.8207
서울시,강서구,화곡동,37.5421,126.844525
서울시,관악구,남현동,37.474539,126.977837
서울시,관악구,봉천동,37.4753,126.9567
서울시,관악구,신림동,37.4632,126.9346
서울시,광진구,광장동,37.546892,127.103025
서울시,광진구,구의동,37.543983,127.088337
서울시,광진구,군자동,37.555122,127.075837
서울시,광진구,능동,37.55378,127.080499
서울시,광진구,자양동,37.533214,127.076006
서울시,광진구,중곡동,37.5631,127.0876
서울시,광진구,화양동,37.5465,127.0713
서울시,구로구,가리봉동,37.483351,126.887738
서울시,구로구,개봉동,37.494393,126.856813
서울시,구로구,고척동,37.5024,126.8598
서울시,구로구,구로동,37.4937,126.8823
서울시,구로구,궁동,37.5009,126.8277
서울시,구로구,신도림동,37.507766,126.880583
서울시,구로구,오류동,37.492143,126.838375
서울시,구로구,온수동,37.4938,126.8207
서울시,구로구,천왕동,37.4802,126.8391
서울시,구로구,항동,37.481,126.8258
서울시,금천구,가산동,37.476904,126.891732
서울시,금천구,독산동,37.466185,126.9002
서울시,금천구,시흥동,37.4496,126.9115
서울시,노원구,공릉동,37.6306,127.0877
서울시,노원구,상계동,37.6669,127.0724
서울시,노원구,월계동,37.629374,127.054275
서울시,노원구,중계동,37.650874,127.0811
서울시,노원구,하계동,37.638249,127.073575
서울시,도봉구,도봉동,37.6853,127.0301
서울시,도봉구,방학동,37.664774,127.0337
서울시,도봉구,쌍문동,37.6526,127.0249
서울시,도봉구,창동,37.64639,127.044913
서울시,동대문구,답십리동,37.57,127.0564
서울시,동대문구,신설동,37.573942,127.024625
서울시,동대문구,용두동,37.5758,127.0362
서울시,동대문구,이문동,37.5996,127.0624
서울시,동대문구,장안동,37.5711,127.0714
서울시,동대문구,전농동,37.5803,127.0567
서울시,동대문구,제기동,37.5847,127.0371
서울시,동대문구,청량리동,37.5882,127.0464
서울시,동대문구,회기동,37.590808,127.055313
서울시,동대문구,휘경동,37.588574,127.0627
서울시,동작구,노량진동,37.5115,126.9416
서울시,동작구,대방동,37.508133,126.92635
서울시,동작구,동작동,37.494973,126.976016
서울시,동작구,본동,37.513058,126.956088
서울시,동작구,사당동,37.4853,126.9719
서울시,동작구,상도1동,37.506842,126.951
서울시,동작구,상도동,37.4991,126.9437
서울시,동작구,신대방동,37.4921,126.9172
서울시,동작구,흑석동,37.5052,126.9629
서울시,마포구,공덕동,37.547533,126.952988
서울시,마포구,구수동,37.545985,126.932288
서울시,마포구,노고산동,37.5541,126.938
서울시,마포구,당인동,37.543,126.9193
서울시,마포구,대흥동,37.554441,126.944187
서울시,마포구,도화동,37.5376,126.950213
서울시,마포구,동교동,37.558627,126.92379
서울시,마포구,마포동,37.537192,126.943975
서울시,마포구,망원동,37.5561,126.9016
서울시,마포구,상수동,37.5469,126.9241
서울시,마포구,상암동,37.577606,126.889111
서울시,마포구,서교동,37.552458,126.920925
서울시,마포구,성산동,37.566067,126.9055
서울시,마포구,신공덕동,37.542233,126.955463
서울시,마포구,신수동,37.546862,126.934526
서울시,마포구,신정동,37.543392,126.930513
서울시,마포구,아현동,37.5546,126.9561
서울시,마포구,연남동,37.564501,126.922027
서울시,마포구,염리동,37.547083,126.94565
서울시,마포구,용강동,37.541833,126.941625
서울시,마포구,중동,37.571725,126.9055
서울시,마포구,창전동,37.5501,126.93
서울시,마포구,토정동,37.5385,126.939688
서울시,마포구,하중동,37.543828,126.927922
서울시,마포구,합정동,37.549433,126.905725
